age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit
41,blue-collar,580,yes,no,cellular,may,1,363,failure,yes
45,management,31472,no,no,cellular,jul,7,-1,unknown,yes
31,management,1331,no,no,unknown,nov,1,-1,unknown,yes
34,blue-collar,1089,yes,no,cellular,may,3,-1,unknown,yes
51,blue-collar,2404,yes,no,telephone,nov,1,-1,unknown,no
46,technician,940,no,no,cellular,aug,2,-1,unknown,yes
45,blue-collar,756,yes,no,unknown,may,2,-1,unknown,no
35,management,2161,no,no,cellular,mar,2,181,success,yes
28,admin.,174,yes,yes,cellular,feb,1,184,failure,no
35,technician,3160,yes,no,cellular,nov,2,95,failure,yes
28,technician,593,yes,no,unknown,jun,1,-1,unknown,no
29,blue-collar,5,no,no,cellular,jun,1,-1,unknown,yes
31,blue-collar,-277,yes,no,telephone,jul,2,-1,unknown,yes
27,services,453,no,no,cellular,apr,2,-1,unknown,yes
38,management,1365,yes,no,unknown,jun,1,-1,unknown,no
41,self-employed,305,yes,no,cellular,may,2,-1,unknown,no
49,services,1114,no,no,cellular,nov,1,-1,unknown,no
46,admin.,2196,no,no,cellular,jul,5,-1,unknown,yes
31,management,2907,yes,no,cellular,jul,1,194,failure,yes
37,services,1543,yes,no,cellular,may,1,10,failure,yes
34,management,250,no,no,cellular,dec,1,188,other,no
37,admin.,1967,no,no,telephone,oct,1,-1,unknown,yes
68,retired,19317,yes,no,cellular,aug,1,-1,unknown,yes
29,admin.,41,yes,no,cellular,aug,2,-1,unknown,yes
26,unemployed,3511,no,no,cellular,apr,2,-1,unknown,yes
26,blue-collar,941,no,no,cellular,jan,1,-1,unknown,yes
38,services,3715,yes,no,telephone,may,2,327,failure,no
35,management,109,no,yes,cellular,aug,2,-1,unknown,no
41,blue-collar,2823,yes,no,unknown,may,1,-1,unknown,yes
37,management,5355,no,no,telephone,feb,4,-1,unknown,yes
24,admin.,1235,yes,yes,unknown,may,3,-1,unknown,no
49,management,234,no,no,cellular,aug,6,-1,unknown,no
35,self-employed,71,no,no,cellular,jun,1,-1,unknown,yes
29,management,572,no,no,cellular,jun,1,-1,unknown,yes
44,blue-collar,2657,yes,no,unknown,jun,2,-1,unknown,no
38,blue-collar,495,yes,no,unknown,may,1,-1,unknown,no
80,retired,997,no,no,cellular,oct,2,86,other,yes
47,blue-collar,4227,yes,no,cellular,may,1,-1,unknown,yes
31,technician,1081,no,no,cellular,apr,5,261,failure,yes
47,admin.,829,yes,yes,unknown,may,1,-1,unknown,no
54,technician,2133,no,no,cellular,nov,1,-1,unknown,no
30,technician,925,no,no,cellular,nov,1,-1,unknown,no
45,admin.,524,yes,no,cellular,jul,1,-1,unknown,yes
41,technician,1646,yes,no,cellular,feb,1,184,success,yes
34,blue-collar,383,yes,no,unknown,may,1,-1,unknown,yes
37,services,241,yes,no,cellular,may,1,371,failure,no
45,technician,3395,yes,no,cellular,nov,1,188,failure,no
28,technician,2034,yes,no,unknown,may,1,-1,unknown,no
43,management,149,yes,no,unknown,jun,2,-1,unknown,yes
38,blue-collar,-40,yes,no,unknown,may,1,-1,unknown,no
59,technician,1,no,no,cellular,apr,2,378,failure,yes
35,technician,1354,no,no,cellular,jun,2,-1,unknown,yes
44,technician,11016,no,no,unknown,jun,3,-1,unknown,no
53,entrepreneur,162,yes,no,cellular,may,2,-1,unknown,no
33,management,1808,yes,no,unknown,jun,4,-1,unknown,no
39,management,2887,yes,no,unknown,may,2,-1,unknown,no
33,management,1240,yes,no,cellular,feb,2,260,other,no
32,management,1388,yes,no,cellular,apr,1,-1,unknown,yes
38,technician,-242,yes,no,cellular,may,3,278,success,yes
60,technician,-71,yes,yes,cellular,jan,1,-1,unknown,yes
47,blue-collar,1230,yes,no,cellular,apr,1,169,success,yes
37,blue-collar,292,no,no,unknown,sep,1,-1,unknown,no
33,blue-collar,1240,yes,no,cellular,may,1,-1,unknown,yes
34,management,0,no,no,cellular,apr,1,-1,unknown,no
59,management,2764,no,no,cellular,feb,1,56,failure,no
52,unemployed,5091,no,no,cellular,may,1,-1,unknown,no
26,unemployed,111,no,no,cellular,jul,1,-1,unknown,yes
44,unemployed,-4,no,yes,cellular,jul,2,-1,unknown,yes
32,management,17,no,no,cellular,aug,4,-1,unknown,no
32,admin.,57,no,yes,cellular,jul,2,-1,unknown,no
60,retired,-639,yes,no,cellular,may,1,-1,unknown,yes
28,admin.,934,yes,no,unknown,jul,2,-1,unknown,no
42,admin.,1451,yes,no,cellular,may,4,-1,unknown,yes
44,unemployed,522,no,no,cellular,apr,1,-1,unknown,no
32,technician,550,no,no,cellular,nov,1,-1,unknown,yes
61,self-employed,6,yes,no,cellular,oct,1,182,success,yes
57,blue-collar,2058,yes,no,telephone,may,2,-1,unknown,no
42,management,-556,yes,yes,cellular,may,3,347,failure,yes
48,entrepreneur,183,yes,no,unknown,jun,9,-1,unknown,no
37,blue-collar,3517,yes,no,unknown,may,1,-1,unknown,no
26,services,-72,yes,no,unknown,jun,9,-1,unknown,no
44,blue-collar,2791,no,no,unknown,jun,1,-1,unknown,no
77,retired,1385,no,no,telephone,sep,4,-1,unknown,no
51,admin.,228,yes,no,unknown,may,1,-1,unknown,no
73,management,1609,no,no,cellular,jul,2,-1,unknown,yes
26,technician,1066,no,no,cellular,apr,1,-1,unknown,yes
56,management,6507,yes,yes,cellular,jan,1,196,failure,no
34,management,589,no,no,cellular,apr,2,-1,unknown,yes
50,blue-collar,12519,yes,no,cellular,nov,3,34,failure,yes
31,technician,450,no,yes,cellular,nov,2,129,failure,no
57,blue-collar,2112,no,no,cellular,aug,2,-1,unknown,yes
38,services,105,no,no,cellular,jul,2,-1,unknown,no
35,management,925,no,no,cellular,jun,4,-1,unknown,yes
37,technician,5115,yes,no,cellular,nov,2,171,failure,yes
31,admin.,410,no,no,cellular,oct,1,185,success,yes
25,technician,148,no,no,cellular,jul,1,-1,unknown,no
60,management,0,no,no,cellular,aug,3,-1,unknown,yes
35,admin.,534,no,no,cellular,may,1,312,failure,yes
38,management,3436,no,no,cellular,nov,4,-1,unknown,yes
33,blue-collar,285,no,yes,unknown,jul,1,-1,unknown,no
57,admin.,215,yes,yes,cellular,jul,2,-1,unknown,no
24,blue-collar,3,yes,no,cellular,may,1,-1,unknown,no
45,self-employed,-497,yes,yes,cellular,nov,1,-1,unknown,no
33,services,-27,yes,no,unknown,may,1,-1,unknown,no
25,technician,139,no,yes,cellular,oct,1,-1,unknown,yes
40,blue-collar,278,yes,no,unknown,may,3,-1,unknown,yes
30,technician,1011,yes,no,unknown,may,1,-1,unknown,no
51,technician,196,yes,yes,cellular,feb,1,-1,unknown,yes
48,unemployed,201,no,no,cellular,aug,1,-1,unknown,yes
37,unemployed,4969,yes,no,cellular,may,1,-1,unknown,no
29,blue-collar,79,yes,no,unknown,may,2,-1,unknown,no
30,services,140,yes,no,cellular,may,1,-1,unknown,yes
42,blue-collar,413,yes,no,cellular,aug,2,-1,unknown,yes
27,management,151,yes,no,cellular,jul,1,-1,unknown,yes
54,management,588,no,no,cellular,aug,1,-1,unknown,no
39,technician,25,yes,no,cellular,dec,1,210,success,yes
39,technician,116,no,no,cellular,may,2,-1,unknown,yes
45,management,6269,yes,no,cellular,jul,2,-1,unknown,no
82,retired,8603,no,no,cellular,oct,3,107,success,yes
51,self-employed,5350,yes,yes,cellular,jul,4,-1,unknown,yes
27,unemployed,93,no,no,unknown,oct,1,-1,unknown,no
43,technician,3723,yes,no,cellular,aug,4,-1,unknown,no
40,housemaid,0,no,no,cellular,aug,20,-1,unknown,no
32,services,315,no,no,cellular,aug,1,-1,unknown,no
49,technician,1235,no,no,cellular,aug,3,-1,unknown,yes
33,technician,180,no,no,cellular,aug,1,435,failure,yes
43,technician,6835,no,no,cellular,nov,1,152,failure,no
22,student,381,no,no,cellular,feb,1,-1,unknown,yes
38,management,3576,no,no,cellular,nov,2,183,success,yes
34,technician,484,no,no,unknown,may,4,-1,unknown,no
37,blue-collar,-196,yes,no,unknown,may,2,-1,unknown,no
24,student,8165,no,no,cellular,sep,1,-1,unknown,yes
48,blue-collar,238,yes,yes,cellular,jun,2,81,success,no
42,technician,314,no,no,cellular,aug,22,-1,unknown,no
42,housemaid,1371,no,no,unknown,jun,8,-1,unknown,no
27,management,2489,no,no,cellular,jul,2,163,other,yes
31,services,447,no,no,cellular,mar,3,-1,unknown,yes
31,management,3160,yes,no,cellular,apr,2,-1,unknown,yes
55,admin.,8304,no,no,cellular,jun,1,-1,unknown,yes
49,management,7007,no,no,cellular,nov,2,-1,unknown,no
32,blue-collar,760,yes,no,cellular,apr,1,148,other,no
34,technician,1279,yes,no,cellular,jul,2,160,other,yes
38,management,676,no,no,cellular,may,3,-1,unknown,no
58,management,37,no,no,cellular,aug,11,-1,unknown,no
33,entrepreneur,300,yes,yes,cellular,jan,5,-1,unknown,yes
27,unknown,1187,no,no,telephone,feb,1,101,failure,yes
36,blue-collar,324,yes,yes,cellular,jul,1,-1,unknown,yes
56,housemaid,1238,no,no,unknown,jun,1,-1,unknown,yes
34,technician,513,yes,no,cellular,may,3,169,other,no
44,management,421,no,yes,cellular,aug,1,-1,unknown,no
52,retired,6,no,no,cellular,aug,2,-1,unknown,no
63,management,2352,no,no,telephone,may,7,-1,unknown,yes
61,management,997,no,no,cellular,mar,1,-1,unknown,yes
25,admin.,1141,yes,no,cellular,may,1,347,failure,no
31,management,676,no,no,cellular,aug,1,-1,unknown,yes
44,management,282,no,no,cellular,mar,2,154,success,yes
57,management,1318,no,no,cellular,oct,1,185,failure,yes
36,services,1177,yes,yes,cellular,feb,5,-1,unknown,no
41,blue-collar,943,yes,no,unknown,may,3,-1,unknown,no
35,technician,25,no,no,cellular,aug,2,-1,unknown,no
30,management,1541,no,no,cellular,aug,8,-1,unknown,yes
33,management,541,yes,yes,unknown,may,1,-1,unknown,no
36,technician,2823,yes,no,cellular,jun,1,371,failure,yes
52,services,1625,no,no,cellular,aug,2,-1,unknown,yes
38,management,-239,yes,no,unknown,jun,2,-1,unknown,no
38,blue-collar,0,no,no,cellular,aug,2,105,failure,no
56,technician,179,no,no,cellular,jul,1,-1,unknown,yes
27,blue-collar,535,no,no,cellular,may,1,87,success,yes
30,entrepreneur,2551,yes,no,unknown,jun,2,-1,unknown,no
27,technician,1075,no,no,cellular,mar,1,-1,unknown,yes
48,management,769,no,yes,cellular,jan,2,184,other,no
66,retired,3473,no,no,cellular,apr,2,-1,unknown,no
33,admin.,598,yes,no,unknown,may,1,-1,unknown,no
44,technician,945,yes,no,cellular,aug,1,-1,unknown,no
33,technician,2565,yes,no,cellular,may,2,-1,unknown,no
52,management,741,no,no,cellular,aug,2,-1,unknown,no
36,technician,376,no,no,cellular,nov,1,92,success,yes
41,entrepreneur,39,yes,no,cellular,nov,2,-1,unknown,yes
42,blue-collar,704,yes,yes,telephone,jul,10,-1,unknown,no
64,management,3951,no,no,cellular,jan,1,91,success,yes
33,services,1076,no,no,cellular,nov,1,96,failure,yes
51,technician,0,no,no,cellular,may,2,66,success,yes
39,services,636,yes,no,telephone,may,1,-1,unknown,no
35,blue-collar,106,yes,no,cellular,apr,5,-1,unknown,no
42,self-employed,3717,no,no,unknown,jun,1,-1,unknown,no
24,student,597,yes,no,cellular,apr,3,-1,unknown,yes
26,admin.,714,yes,no,unknown,may,1,-1,unknown,no
37,management,62,yes,no,cellular,aug,2,272,success,yes
29,admin.,500,yes,no,cellular,may,8,-1,unknown,no
36,blue-collar,111,yes,no,cellular,may,3,-1,unknown,no
36,services,0,yes,no,cellular,may,1,-1,unknown,no
57,management,3287,no,no,cellular,jun,1,84,success,yes
52,management,1944,yes,no,cellular,apr,3,323,failure,no
34,management,417,yes,no,cellular,aug,1,174,failure,yes
38,management,1722,yes,no,cellular,jul,1,-1,unknown,yes
36,blue-collar,928,no,no,cellular,apr,3,-1,unknown,no
32,student,64,no,no,cellular,jun,4,105,failure,yes
59,technician,2,no,no,cellular,aug,2,-1,unknown,no
28,admin.,832,no,no,telephone,mar,3,342,failure,yes
54,blue-collar,1636,no,no,telephone,jul,2,-1,unknown,yes
66,technician,0,no,no,cellular,feb,1,-1,unknown,yes
45,admin.,2353,yes,no,cellular,mar,1,107,other,yes
44,admin.,429,yes,no,telephone,oct,1,-1,unknown,yes
27,technician,15161,no,no,cellular,jun,1,120,success,yes
44,blue-collar,4031,yes,no,cellular,may,4,-1,unknown,yes
45,unemployed,11,no,no,cellular,aug,5,-1,unknown,yes
78,unknown,2235,no,no,telephone,apr,3,-1,unknown,yes
64,retired,440,no,no,cellular,feb,1,-1,unknown,yes
29,admin.,382,yes,no,unknown,may,1,-1,unknown,no
42,management,441,no,no,cellular,aug,9,-1,unknown,no
32,management,1742,no,no,unknown,jun,2,-1,unknown,no
56,blue-collar,3021,no,no,unknown,jun,2,-1,unknown,no
32,services,5806,yes,no,cellular,nov,2,-1,unknown,yes
43,technician,2643,no,no,telephone,may,5,-1,unknown,yes
37,admin.,1207,yes,no,telephone,apr,2,138,success,yes
28,self-employed,-522,yes,yes,cellular,may,2,-1,unknown,yes
33,technician,161,no,no,cellular,aug,9,-1,unknown,no
33,entrepreneur,606,yes,no,cellular,feb,1,-1,unknown,no
41,admin.,2002,yes,no,cellular,may,2,350,failure,no
35,technician,726,yes,no,cellular,may,1,-1,unknown,no
28,technician,4513,yes,no,unknown,may,3,-1,unknown,no
19,student,134,no,no,cellular,mar,2,-1,unknown,yes
59,technician,0,no,no,cellular,aug,2,-1,unknown,no
39,management,0,yes,no,unknown,jun,2,-1,unknown,no
52,technician,876,no,no,cellular,may,3,-1,unknown,yes
55,admin.,865,yes,no,cellular,jul,1,82,failure,no
28,technician,631,no,no,cellular,apr,7,-1,unknown,no
55,services,2166,yes,no,unknown,may,17,-1,unknown,no
23,student,854,yes,no,unknown,may,2,-1,unknown,yes
24,student,23878,no,no,cellular,feb,1,-1,unknown,yes
62,entrepreneur,3904,no,no,telephone,jan,2,-1,unknown,yes
39,technician,15,yes,no,cellular,apr,1,-1,unknown,yes
31,services,1626,no,no,unknown,jul,1,-1,unknown,no
25,management,1602,yes,no,cellular,may,1,-1,unknown,no
28,blue-collar,173,no,no,cellular,jul,7,-1,unknown,yes
46,blue-collar,640,yes,no,cellular,may,1,55,success,yes
36,management,219,no,no,cellular,feb,6,196,failure,no
26,technician,515,no,no,cellular,may,1,-1,unknown,yes
49,management,1093,yes,yes,cellular,sep,1,246,success,yes
41,management,653,yes,no,telephone,nov,2,-1,unknown,no
41,admin.,683,no,yes,cellular,nov,1,-1,unknown,no
56,management,705,no,no,cellular,nov,2,-1,unknown,no
44,entrepreneur,320,yes,yes,cellular,feb,3,234,other,no
52,admin.,361,no,yes,cellular,nov,1,-1,unknown,no
28,admin.,127,no,no,cellular,sep,2,-1,unknown,yes
48,management,17964,yes,no,cellular,sep,1,98,success,yes
28,student,153,no,no,cellular,jul,2,-1,unknown,yes
59,services,739,no,no,cellular,jan,1,-1,unknown,yes
58,self-employed,0,yes,no,telephone,feb,3,264,failure,no
43,technician,994,yes,yes,cellular,may,1,-1,unknown,no
52,housemaid,131,yes,yes,cellular,may,1,-1,unknown,no
50,services,77,no,no,cellular,may,2,-1,unknown,no
38,technician,206,no,no,cellular,apr,2,-1,unknown,yes
48,management,1741,yes,yes,telephone,nov,1,-1,unknown,no
32,blue-collar,258,yes,no,cellular,may,2,-1,unknown,no
34,admin.,560,yes,no,unknown,may,3,-1,unknown,no
49,blue-collar,2146,yes,no,cellular,may,2,353,other,yes
38,admin.,19,yes,no,unknown,may,2,-1,unknown,yes
30,admin.,285,no,no,cellular,feb,2,-1,unknown,no
31,management,81,yes,no,cellular,oct,2,-1,unknown,yes
25,blue-collar,-375,yes,no,cellular,jul,2,-1,unknown,no
30,management,697,no,no,cellular,aug,3,102,success,yes
38,services,0,yes,no,cellular,nov,2,-1,unknown,no
47,services,-150,no,no,cellular,aug,4,-1,unknown,no
29,blue-collar,98,no,no,cellular,aug,2,-1,unknown,no
41,management,217,no,no,cellular,nov,1,-1,unknown,no
46,management,2044,no,no,telephone,feb,1,-1,unknown,no
36,services,394,no,no,cellular,aug,1,-1,unknown,yes
48,management,4415,yes,no,cellular,apr,3,141,failure,yes
49,blue-collar,6215,yes,no,cellular,may,1,-1,unknown,no
48,technician,759,yes,no,cellular,jul,5,-1,unknown,no
67,retired,1430,no,no,telephone,may,2,135,success,yes
54,technician,0,no,no,telephone,aug,2,106,success,no
45,admin.,205,no,no,cellular,feb,1,92,success,yes
27,services,339,no,no,cellular,jun,1,-1,unknown,yes
53,management,12,no,no,cellular,aug,10,-1,unknown,no
31,admin.,368,yes,no,cellular,may,5,361,other,no
31,admin.,162,yes,no,unknown,may,1,-1,unknown,no
34,services,4062,yes,yes,cellular,may,1,-1,unknown,no
36,management,-508,yes,no,cellular,apr,2,-1,unknown,no
46,housemaid,38,no,no,cellular,nov,1,-1,unknown,yes
39,management,481,no,no,cellular,dec,5,189,other,yes
62,retired,4692,yes,no,cellular,oct,1,-1,unknown,no
52,technician,386,no,no,cellular,apr,1,-1,unknown,yes
47,technician,335,no,no,cellular,may,1,76,success,yes
50,technician,2313,no,no,cellular,aug,1,-1,unknown,yes
60,self-employed,362,no,yes,cellular,jul,6,-1,unknown,yes
28,admin.,-7,no,yes,unknown,jun,2,-1,unknown,yes
49,management,0,no,no,telephone,oct,1,-1,unknown,yes
35,management,0,yes,no,unknown,jun,1,-1,unknown,no
31,management,0,no,no,cellular,aug,5,-1,unknown,no
57,management,1410,yes,no,cellular,jul,1,-1,unknown,no
32,blue-collar,12198,yes,no,cellular,may,1,-1,unknown,yes
43,self-employed,3157,no,no,cellular,apr,2,330,other,no
43,admin.,2271,no,no,telephone,nov,1,-1,unknown,yes
68,retired,2820,no,no,cellular,dec,1,97,failure,yes
41,technician,515,no,no,cellular,aug,2,-1,unknown,yes
42,blue-collar,0,yes,yes,cellular,may,2,-1,unknown,no
38,self-employed,2084,yes,no,cellular,apr,2,330,failure,no
25,technician,102,no,yes,cellular,jul,2,-1,unknown,yes
33,services,6904,no,no,telephone,nov,2,-1,unknown,no
35,housemaid,113,yes,no,cellular,jul,2,-1,unknown,yes
30,management,102,yes,no,cellular,apr,7,426,other,yes
49,entrepreneur,5802,no,no,cellular,apr,2,-1,unknown,yes
30,technician,1286,no,no,telephone,aug,12,-1,unknown,no
39,management,763,yes,no,cellular,may,7,300,other,yes
59,housemaid,-187,yes,no,telephone,jul,7,-1,unknown,no
73,retired,796,no,no,cellular,oct,1,182,failure,yes
57,retired,0,yes,yes,unknown,may,1,-1,unknown,yes
61,retired,86,no,no,cellular,oct,1,-1,unknown,yes
51,housemaid,108,no,no,unknown,jun,2,-1,unknown,no
49,management,85,yes,no,cellular,may,5,359,other,yes
46,management,0,no,no,cellular,aug,6,-1,unknown,no
38,housemaid,196,no,no,cellular,apr,1,-1,unknown,yes
36,technician,0,no,no,cellular,aug,13,-1,unknown,no
28,blue-collar,-46,yes,no,cellular,jun,2,91,success,yes
37,management,80,no,no,cellular,aug,3,-1,unknown,no
57,retired,1623,yes,yes,cellular,jul,1,-1,unknown,no
53,admin.,3765,no,no,unknown,jun,3,-1,unknown,yes
31,admin.,212,yes,no,cellular,jul,3,-1,unknown,no
31,services,205,yes,no,cellular,apr,1,-1,unknown,no
60,technician,0,no,no,cellular,may,4,-1,unknown,yes
32,services,1844,yes,yes,cellular,feb,4,201,failure,no
37,technician,88,no,no,cellular,may,1,90,other,yes
26,technician,2,yes,yes,unknown,may,1,-1,unknown,no
36,blue-collar,2176,yes,no,unknown,may,2,-1,unknown,no
25,blue-collar,1243,no,yes,cellular,jul,7,-1,unknown,yes
52,blue-collar,1624,no,no,unknown,jun,3,-1,unknown,no
34,blue-collar,113,yes,no,cellular,may,2,-1,unknown,no
46,technician,4176,yes,no,unknown,jun,6,-1,unknown,no
74,retired,935,no,no,cellular,may,1,99,failure,yes
78,retired,1204,no,no,telephone,nov,1,-1,unknown,yes
33,admin.,3160,no,no,unknown,jun,13,-1,unknown,no
55,management,568,no,no,cellular,aug,10,-1,unknown,yes
30,management,1567,yes,no,cellular,aug,4,-1,unknown,yes
59,unknown,2443,no,no,unknown,jun,8,-1,unknown,no
34,management,179,yes,no,cellular,nov,1,-1,unknown,no
37,admin.,1049,no,no,cellular,jul,5,-1,unknown,no
33,blue-collar,370,yes,no,cellular,apr,1,-1,unknown,no
50,admin.,1575,no,no,cellular,nov,1,-1,unknown,no
27,student,0,no,no,cellular,mar,3,-1,unknown,yes
49,blue-collar,1946,no,no,cellular,oct,1,95,success,yes
39,admin.,14,yes,yes,unknown,may,9,-1,unknown,no
47,management,761,yes,no,cellular,jul,2,-1,unknown,no
48,blue-collar,5366,yes,no,unknown,may,3,-1,unknown,no
45,blue-collar,360,no,no,unknown,jun,2,-1,unknown,no
38,management,630,no,no,cellular,sep,1,388,other,yes
36,management,62,yes,no,cellular,nov,1,182,failure,yes
39,blue-collar,1756,yes,no,cellular,apr,1,-1,unknown,yes
35,management,1228,no,no,cellular,nov,2,88,failure,yes
36,housemaid,7296,yes,no,cellular,aug,6,-1,unknown,no
50,management,1200,no,no,cellular,aug,3,-1,unknown,yes
33,management,312,no,no,cellular,aug,1,369,failure,no
44,management,792,no,no,cellular,aug,7,-1,unknown,yes
42,blue-collar,413,yes,no,cellular,feb,2,184,success,yes
41,blue-collar,338,yes,no,unknown,may,1,-1,unknown,no
41,unemployed,7968,no,no,cellular,sep,1,184,success,yes
47,housemaid,1453,no,no,unknown,jun,1,-1,unknown,no
25,services,10,yes,no,cellular,may,1,294,failure,no
36,student,129,no,no,cellular,jan,1,93,success,yes
30,admin.,4168,no,no,cellular,jun,1,-1,unknown,no
30,services,436,yes,no,cellular,jun,1,-1,unknown,yes
42,technician,1865,yes,no,unknown,may,1,-1,unknown,no
33,blue-collar,686,yes,yes,telephone,may,6,343,other,no
33,management,23,yes,yes,cellular,feb,1,-1,unknown,no
30,management,424,no,no,cellular,apr,4,-1,unknown,yes
28,blue-collar,442,no,no,cellular,jan,2,-1,unknown,no
37,technician,480,no,no,cellular,oct,2,182,other,yes
26,admin.,712,yes,no,unknown,may,1,-1,unknown,no
23,student,82,no,no,cellular,may,4,-1,unknown,no
57,technician,0,no,no,unknown,jun,8,-1,unknown,no
47,blue-collar,-614,yes,no,unknown,may,2,-1,unknown,no
47,retired,3033,no,no,cellular,sep,1,-1,unknown,yes
28,admin.,167,yes,yes,cellular,feb,2,-1,unknown,no
43,services,-236,yes,no,cellular,jul,7,-1,unknown,yes
37,entrepreneur,175,yes,yes,unknown,may,6,-1,unknown,yes
60,blue-collar,14,yes,yes,cellular,may,4,178,failure,no
28,management,1825,no,no,cellular,mar,1,-1,unknown,yes
36,management,495,no,no,cellular,mar,3,182,success,yes
46,blue-collar,333,yes,no,cellular,jul,4,-1,unknown,no
38,admin.,1767,yes,no,cellular,jul,4,239,success,yes
45,admin.,967,no,no,unknown,jun,1,-1,unknown,no
40,blue-collar,746,yes,yes,cellular,feb,1,262,other,no
28,unemployed,-42,yes,yes,cellular,jul,4,-1,unknown,no
47,management,2475,yes,no,cellular,nov,4,-1,unknown,no
40,admin.,1060,yes,no,cellular,apr,3,-1,unknown,no
31,technician,318,no,no,cellular,dec,1,-1,unknown,yes
34,admin.,21,no,yes,cellular,jun,1,92,failure,no
55,management,73,yes,no,unknown,may,2,-1,unknown,no
35,blue-collar,67,no,no,unknown,may,6,-1,unknown,no
26,management,3178,no,no,cellular,jun,1,-1,unknown,no
60,management,13546,no,no,cellular,apr,3,-1,unknown,yes
36,admin.,29,no,no,cellular,aug,1,-1,unknown,yes
35,admin.,-32,no,yes,cellular,feb,4,182,failure,yes
32,management,11,yes,yes,cellular,may,1,-1,unknown,no
36,admin.,787,no,no,unknown,jun,1,-1,unknown,no
29,management,0,yes,no,unknown,may,12,-1,unknown,yes
40,blue-collar,0,yes,no,unknown,may,4,-1,unknown,no
31,management,0,yes,no,cellular,sep,1,-1,unknown,no
45,admin.,46,yes,no,cellular,may,1,-1,unknown,no
33,management,2885,no,no,cellular,aug,2,-1,unknown,yes
41,technician,1646,yes,no,cellular,may,1,90,success,yes
60,admin.,106,no,no,cellular,aug,3,91,success,yes
55,management,16786,no,no,cellular,nov,1,-1,unknown,no
30,services,1599,no,no,cellular,feb,2,-1,unknown,yes
55,management,1433,no,no,unknown,jun,3,-1,unknown,no
58,admin.,169,no,no,cellular,feb,1,91,success,yes
44,services,-389,yes,yes,unknown,jun,1,-1,unknown,no
28,technician,113,no,no,cellular,aug,3,105,failure,yes
39,blue-collar,24277,no,no,cellular,aug,1,-1,unknown,yes
53,admin.,10541,no,no,cellular,feb,2,92,success,yes
60,services,4256,yes,no,cellular,aug,3,761,other,yes
30,admin.,914,yes,no,cellular,oct,3,272,failure,yes
33,self-employed,454,no,yes,cellular,nov,1,-1,unknown,no
39,management,1968,no,no,cellular,nov,1,-1,unknown,yes
46,entrepreneur,122,no,no,cellular,feb,2,1,failure,no
31,blue-collar,505,yes,no,cellular,apr,4,329,other,no
37,admin.,96,no,no,cellular,feb,1,182,success,no
39,blue-collar,398,yes,no,cellular,may,1,-1,unknown,no
32,technician,11431,no,no,cellular,aug,5,-1,unknown,no
41,admin.,224,yes,no,cellular,may,8,-1,unknown,no
27,blue-collar,3955,yes,no,unknown,may,3,-1,unknown,no
54,housemaid,212,no,no,cellular,aug,4,-1,unknown,no
61,technician,1191,no,no,cellular,may,4,-1,unknown,yes
43,blue-collar,515,yes,no,cellular,nov,1,-1,unknown,no
35,management,1193,yes,no,unknown,jun,2,-1,unknown,no
29,technician,1180,yes,no,cellular,apr,3,323,failure,yes
30,blue-collar,61,yes,no,cellular,may,1,-1,unknown,yes
32,admin.,56,yes,no,cellular,feb,1,258,other,no
33,housemaid,2054,no,no,cellular,aug,6,-1,unknown,yes
30,blue-collar,2607,yes,no,unknown,may,10,-1,unknown,no
49,management,1167,yes,yes,cellular,sep,1,91,success,yes
39,technician,1846,no,no,cellular,feb,5,-1,unknown,no
40,blue-collar,-839,yes,yes,cellular,jul,2,-1,unknown,yes
42,management,1272,yes,no,cellular,may,1,169,failure,no
38,unemployed,804,no,no,cellular,jun,1,-1,unknown,yes
37,management,347,yes,no,cellular,jul,1,-1,unknown,no
59,retired,422,yes,no,cellular,may,4,-1,unknown,yes
46,services,375,no,no,telephone,jul,6,-1,unknown,no
46,housemaid,271,yes,no,cellular,jul,29,-1,unknown,yes
52,blue-collar,297,yes,no,unknown,may,1,-1,unknown,no
29,technician,2326,no,no,cellular,mar,1,-1,unknown,yes
39,technician,201,no,yes,unknown,jun,4,-1,unknown,no
34,management,747,no,no,cellular,aug,2,98,failure,no
43,services,2145,no,no,cellular,aug,2,95,success,yes
58,admin.,145,yes,no,telephone,jul,13,-1,unknown,yes
45,technician,377,yes,no,unknown,jun,3,-1,unknown,yes
29,technician,113,no,no,cellular,feb,2,183,success,yes
57,management,375,no,no,cellular,oct,1,-1,unknown,yes
68,retired,1316,no,no,telephone,mar,5,-1,unknown,no
27,entrepreneur,2329,no,no,telephone,oct,1,-1,unknown,yes
30,management,3779,no,no,cellular,apr,1,-1,unknown,yes
35,technician,3490,yes,no,cellular,aug,2,-1,unknown,yes
66,retired,2540,no,no,telephone,dec,2,156,other,yes
24,admin.,230,yes,no,cellular,may,1,-1,unknown,no
34,blue-collar,34,no,no,cellular,jan,1,-1,unknown,no
62,management,997,no,no,cellular,apr,1,304,success,yes
34,management,303,yes,no,cellular,jan,1,195,failure,no
44,blue-collar,2185,yes,no,unknown,may,1,-1,unknown,no
50,admin.,2678,no,no,telephone,jul,6,-1,unknown,yes
26,admin.,1595,no,no,cellular,jun,1,105,failure,yes
43,technician,0,yes,no,cellular,may,2,342,failure,no
